-1.011459593365937908e+05,3.756839999999996849e-01
-9.069729976027412340e+04,3.718649999999996680e-01
-8.953143604195608350e+04,3.730130000000002610e-01
-8.627522421662669512e+04,3.737890000000003710e-01
-8.318684155847206421e+04,3.746149999999994762e-01
-8.094369370508952125e+04,3.740339999999999776e-01
-7.913173096875527699e+04,3.715509999999992985e-01
-7.779621505762204470e+04,3.719250000000009493e-01
-7.687338287057713023e+04,3.723960000000001713e-01
-7.631581568033344229e+04,3.717400000000008475e-01
-7.598616108411122696e+04,3.714349999999999596e-01
-7.575591793943062657e+04,3.733430000000002025e-01
-7.560504395408186247e+04,3.738060000000000827e-01
-7.552800720967567759e+04,3.711929999999998842e-01
-7.549132491570041748e+04,3.724170000000004421e-01
-7.546829514671429934e+04,3.717909999999999826e-01
-7.544878456121245108e+04,3.741710000000004754e-01
-7.542967669147477136e+04,3.795230000000007209e-01
-7.541000719121149450e+04,4.242020000000010782e-01
-7.538943276608669839e+04,3.771679999999992816e-01
-7.536776914900261909e+04,5.070560000000003953e-01
-7.534483164135768311e+04,3.810380000000002099e-01
-7.532036542571276368e+04,3.708320000000000505e-01
-7.529402568757552945e+04,4.155400000000000205e-01
-7.526543531783776416e+04,3.721600000000009345e-01
-7.523436613000277430e+04,3.811010000000010223e-01
-7.520100718755371054e+04,3.710810000000002162e-01
-7.516608715272560949e+04,5.748959999999989634e-01
-7.513059122688947537e+04,3.724899999999990996e-01
-7.509525473364867503e+04,3.732660000000009859e-01
-7.506034645277616801e+04,3.739179999999997506e-01
-7.502586571265623206e+04,3.741759999999985098e-01
-7.499184890980146884e+04,3.724479999999985580e-01
-7.495852904234643211e+04,3.729000000000013415e-01
-7.492630655019679398e+04,3.720490000000005182e-01
-7.489562546013844258e+04,4.117689999999996076e-01
-7.486685137708924594e+04,3.722529999999970585e-01
-7.484020434619618754e+04,3.714799999999982560e-01
-7.481576465282903519e+04,3.703729999999971767e-01
-7.479351666792688775e+04,3.708820000000017103e-01
-7.477337680426496081e+04,3.708249999999999602e-01
-7.475519609620601113e+04,3.719479999999997233e-01
-7.473876528050524939e+04,3.713800000000020418e-01
-7.472383974960187334e+04,3.728709999999999525e-01
-7.471017688782906043e+04,3.706980000000008602e-01
-7.469756997448561015e+04,3.719250000000009493e-01
-7.468586788828218414e+04,3.706250000000004263e-01
-7.467497726797479845e+04,3.727190000000000225e-01
-7.466484971199341817e+04,3.719549999999998136e-01
-7.465546068319067126e+04,3.729809999999993408e-01
-7.464678846803156193e+04,3.708749999999980673e-01
-7.463880005758297921e+04,3.729670000000027130e-01
-7.463144665659745806e+04,3.703749999999956799e-01
-7.462466700315085473e+04,3.718040000000044643e-01
-7.461839429349372222e+04,3.718220000000016512e-01
-7.461256287520089245e+04,3.732279999999974507e-01
-7.460711272222374100e+04,3.712289999999995871e-01
-7.460199145503368345e+04,3.819839999999956603e-01
-7.459715457900924957e+04,3.705250000000006594e-01
-7.459256477252376499e+04,3.711389999999994416e-01
-7.458819084554800065e+04,3.847590000000025157e-01
-7.458400671323157439e+04,3.736260000000015680e-01
-7.457999052241339814e+04,3.708090000000012765e-01
-7.457612395381864917e+04,3.723639999999974748e-01
-7.457239167453499977e+04,3.720119999999980109e-01
-7.456878090411941230e+04,4.386100000000041632e-01
-7.456528106191747065e+04,3.714990000000000236e-01
-7.456188347130936745e+04,3.709759999999988622e-01
-7.455858110395664698e+04,3.703549999999964371e-01
-7.455536835258676729e+04,3.715469999999996276e-01
-7.455224082471232396e+04,4.411229999999974893e-01
-7.454919515244720969e+04,3.988450000000014484e-01
-7.454622881563386181e+04,3.715259999999958040e-01
-7.454333997704953072e+04,3.722349999999963188e-01
-7.454052732957068656e+04,3.717490000000012174e-01
-7.453778995592662250e+04,3.717819999999960601e-01
-7.453512720208046085e+04,3.714089999999998781e-01
-7.453253856540449488e+04,3.765890000000027271e-01
-7.453002359870114014e+04,3.746539999999995985e-01
-7.452758183082666073e+04,3.737199999999987199e-01
-7.452521270424597606e+04,3.717690000000004602e-01
-7.452291552932538616e+04,3.726570000000037908e-01
-7.452068945461919066e+04,3.721129999999988058e-01
-7.451853345188623643e+04,3.739659999999958018e-01
-7.451644631409134308e+04,3.712719999999976039e-01
-7.451442666430973622e+04,3.735799999999969145e-01
-7.451247297321041697e+04,6.046800000000018827e-01
-7.451058358273029444e+04,3.729370000000002960e-01
-7.450875673360422661e+04,3.722190000000011878e-01
-7.450699059460208809e+04,3.735649999999992588e-01
-7.450528329160342400e+04,3.733969999999970923e-01
-7.450363293497232371e+04,3.735489999999970223e-01
-7.450203764407294511e+04,7.726560000000048944e-01
-7.450049556812010997e+04,4.939329999999984011e-01
-7.449900490290950984e+04,3.716700000000017212e-01
-7.449756390326796100e+04,3.718959999999995603e-01
-7.449617089131679677e+04,3.843710000000015725e-01
-7.449482426083658356e+04,5.773550000000042814e-01
-7.449352247816225281e+04,4.536310000000014497e-01
-7.449226408013472974e+04,3.704200000000028581e-01
-7.449104766968755575e+04,3.713699999999988677e-01
-7.448987190965357877e+04,3.715389999999985093e-01
-7.448873551537444291e+04,3.727859999999978413e-01
-7.448763724664440088e+04,3.722189999999940824e-01
-7.448657589947954693e+04,3.710809999999966635e-01
-7.448555029812471184e+04,3.720500000000086516e-01
-7.448455928764755663e+04,3.721000000000032060e-01
-7.448360172738529218e+04,3.726350000000024920e-01
-7.448267648543976247e+04,3.719370000000026266e-01
-7.448178243434244359e+04,3.813250000000039108e-01
-7.448091844793838391e+04,3.727949999999964348e-01
-7.448008339949153014e+04,3.720849999999984448e-01
-7.447927616094867699e+04,3.748529999999874462e-01
-7.447849560326852952e+04,3.723820000000017671e-01
-7.447774059768738516e+04,3.718440000000100554e-01
-7.447701001777104102e+04,3.714840000000094733e-01
-7.447630274209333584e+04,3.700589999999976953e-01
-7.447561765737598762e+04,3.712189999999964130e-01
-7.447495366192721121e+04,3.711300000000079535e-01
-7.447430966923151573e+04,3.724969999999956372e-01
-7.447368461155009572e+04,3.727459999999922502e-01
